PARTY_ID|CUSTOMER_ID|PARTY_ROLE_ID
2047|2047|1
2047|31818|3
2047|66938|2
2047|48662|3
2047|26855|4
2048|2048|1
2048|15100|2
2048|75544|7
2049|2049|1
2050|2050|1
2050|45981|3
2050|5517|2
2050|10491|3
2051|2051|1
2051|26537|2
2051|78432|2
2051|84669|8
2051|59738|5
2052|2052|1
2053|2053|1
2053|43612|8
2054|2054|1
2055|2055|1
2055|70126|4
2055|8787|8
2056|2056|1
2056|88954|5
2056|87762|2
2056|28807|3
2056|11687|7
2057|2057|1
2057|55783|7
2057|101863|7
2058|2058|1
2058|79185|4
2059|2059|1
2059|15606|4
2059|32531|6
2059|89476|5
2059|57562|8
2060|2060|1
2060|119606|8
2060|30195|5
2060|51411|8
2060|46954|8
2061|2061|1
2061|60356|5
2061|118645|8
2061|117686|2
2061|28627|8
2062|2062|1
2062|98164|4
2062|60476|7
2063|2063|1
2063|80123|4
2063|114525|2
2063|100299|8
2063|113438|3
2064|2064|1
2064|75140|6
2064|50281|7
2065|2065|1
2065|88067|3
2065|96622|2
2066|2066|1
2066|66991|2
2066|8833|2
2066|90051|3
2067|2067|1
2067|74885|3
2067|101632|5
2067|100118|7
2067|84992|6
2068|2068|1
2069|2069|1
2069|51554|6
2070|2070|1
2070|63995|6
2071|2071|1
2071|59240|7
2071|29008|6
2072|2072|1
2072|51660|5
2072|114087|2
2072|84505|7
2073|2073|1
2074|2074|1
2074|108619|3
2074|82639|8
2074|34426|6
2074|83023|2
2075|2075|1
2075|90478|3
2075|25164|6
2076|2076|1
2076|36276|8
2076|22953|5
2077|2077|1
2077|106591|5
2078|2078|1
2078|78958|4
2078|27774|2
2078|6324|8
2078|28580|5
2079|2079|1
2080|2080|1
2080|17420|6
2080|100766|2
2081|2081|1
2081|13713|7
2081|73293|7
2081|62594|3
2081|23148|4
2082|2082|1
2082|111541|2
2082|57777|5
2082|29773|3
2083|2083|1
2084|2084|1
2085|2085|1
2085|80028|3
2086|2086|1
2086|3070|4
2086|88183|7
2086|66503|4
2086|18718|4
2087|2087|1
2087|74021|3
2087|57783|5
2088|2088|1
2088|17804|3
2088|18394|5
2088|103704|7
2089|2089|1
2089|115683|2
2089|26811|6
2089|111124|5
2090|2090|1
2090|77571|4
2091|2091|1
2092|2092|1
2092|17024|7
2092|4814|2
2092|24896|4
2093|2093|1
2093|69011|7
2093|3904|2
2094|2094|1
2094|8044|2
2094|79148|7
2094|110583|4
2095|2095|1
2095|26025|8
2095|102492|4
2095|14125|7
2096|2096|1
2096|3631|2
2096|5376|3
2096|88142|2
2096|40239|5
2097|2097|1
2097|60104|6
2098|2098|1
2098|65102|6
2098|119639|2
2098|118173|8
2098|114398|2
2099|2099|1
2100|2100|1
2100|108272|5
2100|67732|2
2101|2101|1
2101|25305|2
2101|116303|7
2102|2102|1
2102|89423|7
2103|2103|1
2103|17499|7
2103|92171|4
2104|2104|1
2104|6382|4
2104|119084|2
2105|2105|1
2105|63866|3
2105|19518|7
2105|80820|6
2105|61271|3
2106|2106|1
2106|113497|5
2106|50656|8
2106|40022|8
2107|2107|1
2107|48707|3
2107|21919|5
2108|2108|1
2108|16088|6
2108|83020|8
2109|2109|1
2109|40392|3
2109|21143|2
2109|110059|2
2110|2110|1
2111|2111|1
2111|18367|2
2112|2112|1
2112|87688|3
2112|80816|7
2113|2113|1
2114|2114|1
2114|4577|4
2115|2115|1
2115|82198|8
2116|2116|1
2117|2117|1
2117|98310|3
2117|36713|2
2118|2118|1
2118|55329|8
2118|96137|2
2119|2119|1
2119|36355|2
2119|145|8
2119|39224|8
2120|2120|1
2121|2121|1
2121|95200|2
2121|17267|8
2121|78260|4
2122|2122|1
2122|86411|2
2122|2381|2
2122|100474|5
2123|2123|1
2123|33237|2
2124|2124|1
2124|38790|5
2125|2125|1
2126|2126|1
2126|15234|8
2126|88069|3
2126|88551|8
2126|4721|2
2127|2127|1
2127|96080|6
2127|30391|8
2128|2128|1
2129|2129|1
2129|59921|3
2129|106001|2
2130|2130|1
2130|2430|7
2131|2131|1
2131|36606|8
2131|88525|6
2132|2132|1
2133|2133|1
2133|8347|2
2133|96482|8
2133|43882|5
2133|11209|7
2134|2134|1
2134|69486|2
2134|91669|5
2134|3681|3
2135|2135|1
2135|69842|5
2135|44045|6
2136|2136|1
2136|77803|7
2136|9909|7
2137|2137|1
2137|50923|8
2138|2138|1
2139|2139|1
2139|7892|3
2140|2140|1
2141|2141|1
2142|2142|1
2142|111275|3
2142|62603|7
2143|2143|1
2143|39568|3
2143|96517|2
2143|79859|6
2143|16852|5
2144|2144|1
2144|47669|3
2144|37742|5
2145|2145|1
2145|34665|6
2146|2146|1
2147|2147|1
2147|90838|8
2147|34926|8
2148|2148|1
2148|8992|2
2148|102225|2
2148|75482|2
2148|42649|6
2149|2149|1
2149|110949|8
2149|63145|7
2150|2150|1
2150|52663|5
2150|17211|5
2151|2151|1
2151|57965|3
2151|80487|8
2151|2812|3
2151|80547|7
2152|2152|1
2152|18355|3
2152|104481|6
2153|2153|1
2153|96470|6
2153|23595|2
2153|82382|8
2153|43244|3
2154|2154|1
2154|60391|4
2154|117579|4
2155|2155|1
2155|28548|7
2155|76479|2
2155|2409|4
2156|2156|1
2156|79089|2
2156|2342|2
2157|2157|1
2157|8083|5
2157|2527|5
2157|83094|3
2158|2158|1
2158|103412|8
2159|2159|1
2159|71352|2
2159|91158|7
2159|369|6
2160|2160|1
2160|94448|4
2161|2161|1
2161|20788|2
2161|43029|2
2161|64437|2
2161|46716|7
2162|2162|1
2162|33584|3
2162|53604|2
2162|68562|2
2162|45376|8
2163|2163|1
2163|117501|5
2163|54875|2
2163|44892|5
2164|2164|1
2164|89322|7
2164|52360|8
2164|104486|8
2164|43274|2
2165|2165|1
2165|24060|8
2165|112549|2
2165|75301|6
2165|116963|5
2166|2166|1
2166|24424|3
2167|2167|1
2167|10213|8
2167|42866|4
2167|24853|5
2167|107682|2
2168|2168|1
2168|22474|8
2168|107214|2
2169|2169|1
2170|2170|1
2170|18332|8
2170|78009|4
2170|47401|4
2171|2171|1
2171|81230|2
2172|2172|1
2173|2173|1
2174|2174|1
2175|2175|1
2176|2176|1
2177|2177|1
2177|92935|5
2177|98918|2
2177|54327|8
2177|17991|4
2178|2178|1
2178|88709|2
2178|59068|7
2178|29350|3
2179|2179|1
2179|94822|3
2180|2180|1
2180|98205|3
2180|115447|3
2181|2181|1
2181|65066|2
2181|104580|5
2182|2182|1
2182|79789|4
2182|8675|7
2183|2183|1
2183|36864|2
2183|97457|7
2184|2184|1
2184|19031|8
2184|117694|4
2185|2185|1
2185|39438|6
2186|2186|1
2186|58878|8
2186|13056|7
2186|113656|8
2186|21624|5
2187|2187|1
2187|29794|2
2188|2188|1
2188|35446|2
2188|69490|4
2188|15455|7
2188|46304|2
2189|2189|1
2189|111459|8
2189|8512|3
2189|102373|2
2189|86068|6
2190|2190|1
2190|118675|3
2190|78243|5
2191|2191|1
2191|35741|2
2191|6695|4
2192|2192|1
2192|68952|4
2192|110741|2
2193|2193|1
2193|27474|6
2194|2194|1
2194|111993|6
2194|97004|2
2195|2195|1
2195|75457|2
2195|92940|2
2196|2196|1
2196|64786|2
2196|24692|3
2196|98908|3
2196|52261|6
2197|2197|1
2197|113060|4
2197|58642|4
2197|53325|2
2197|92054|2
2198|2198|1
2198|95382|2
2199|2199|1
2199|56282|7
2199|39035|2
2200|2200|1
2200|82789|7
2200|80731|8
2201|2201|1
2201|11514|2
2201|5249|8
2201|94007|6
2201|25796|3
2202|2202|1
2202|12698|5
2202|55128|2
2203|2203|1
2203|26102|3
2203|89590|3
2204|2204|1
2204|25689|8
2204|106806|4
2204|107260|5
2205|2205|1
2206|2206|1
2206|104444|7
2206|58536|3
2207|2207|1
2207|73004|2
2208|2208|1
2208|116229|6
2208|69668|2
2208|18764|3
2209|2209|1
2209|35190|3
2210|2210|1
2210|119645|3
2210|19041|4
2210|92717|6
2210|61003|2
2211|2211|1
2211|102074|3
2212|2212|1
2213|2213|1
2213|92554|7
2213|91965|8
2213|63615|3
2214|2214|1
2214|6663|6
2214|57828|6
2214|58146|2
2215|2215|1
2215|59629|2
2215|86249|2
2215|105249|7
2216|2216|1
2217|2217|1
2217|80613|2
2217|110849|8
2217|31986|6
2218|2218|1
2218|78372|6
2219|2219|1
2219|65053|8
2219|44213|6
2219|10930|2
2219|4324|4
2220|2220|1
2220|84915|2
2221|2221|1
2221|37627|7
2222|2222|1
2223|2223|1
2224|2224|1
2224|16975|8
2224|88857|5
2225|2225|1
2225|75242|2
2225|69578|2
2226|2226|1
2226|115939|8
2227|2227|1
2227|102841|8
2228|2228|1
2228|80266|6
2228|18988|5
2229|2229|1
2229|84163|2
2230|2230|1
2230|113085|8
2230|25546|3
2231|2231|1
2231|4873|4
2231|86597|3
2232|2232|1
2232|67497|6
2233|2233|1
2233|80819|8
2233|95029|2
2233|47100|2
2233|73506|2
2234|2234|1
2234|105087|6
2234|114947|4
2235|2235|1
2235|46590|4
2235|15561|5
2235|21842|7
2236|2236|1
2236|111405|4
2236|3554|2
2236|89627|6
2236|21002|4
2237|2237|1
2237|44097|7
2237|96411|7
2238|2238|1
2238|101616|5
2238|14925|2
2238|52590|6
2238|10848|4
2239|2239|1
2239|104065|5
2240|2240|1
2240|43847|2
2240|14728|2
2240|91779|2
2241|2241|1
2242|2242|1
2242|26283|2
2242|19280|2
2242|60759|5
2242|95858|2
2243|2243|1
2243|45490|4
2243|5569|8
2244|2244|1
2244|29083|5
2244|66326|2
2245|2245|1
2245|103634|3
2245|71549|6
2246|2246|1
2246|110347|2
2246|88945|6
2246|51388|7
2246|69484|2
2247|2247|1
2247|77672|8
2247|65837|2
2247|58181|4
2248|2248|1
2249|2249|1
2250|2250|1
2251|2251|1
2251|18630|8
2252|2252|1
2253|2253|1
2253|4788|4
2253|15491|3
2253|35241|4
2253|86725|2
2254|2254|1
2254|8768|2
2254|18379|7
2255|2255|1
2256|2256|1
2256|78057|2
2256|109054|6
2256|68644|8
2257|2257|1
2257|35632|4
2258|2258|1
2258|42829|6
2258|26314|7
2259|2259|1
2259|9188|8
2260|2260|1
2260|107818|7
2260|115679|5
2261|2261|1
2261|75788|4
2261|100606|2
2262|2262|1
2262|92178|6
2263|2263|1
2263|119468|2
2263|119628|2
2264|2264|1
2264|48529|6
2264|76761|6
2264|80146|4
2264|35358|5
2265|2265|1
2265|43991|5
2265|23337|2
2265|90809|3
2266|2266|1
2266|36668|3
2266|73278|5
2266|56936|8
2266|118563|7
2267|2267|1
2267|77342|2
2267|116749|2
2268|2268|1
2268|93844|2
2269|2269|1
2269|82866|7
2269|35995|2
2270|2270|1
2271|2271|1
2271|43884|8
2272|2272|1
2272|10933|6
2273|2273|1
2273|1884|6
2273|46044|4
2273|23330|6
2273|90166|2
2274|2274|1
2274|116434|2
2274|5835|3
2274|36108|3
2274|65033|8
2275|2275|1
2275|103381|2
2275|87995|5
2275|51720|8
2276|2276|1
2276|12570|6
2277|2277|1
2277|62941|2
2277|714|2
2277|16242|8
2278|2278|1
2278|67386|2
2278|7496|7
2279|2279|1
2279|85509|2
2280|2280|1
2281|2281|1
2281|93432|2
2282|2282|1
2282|2645|8
2282|16895|5
2282|91053|8
2283|2283|1
2283|16355|8
2283|52511|3
2284|2284|1
2285|2285|1
2285|38382|8
2285|56591|5
2286|2286|1
2286|118420|2
2286|95877|2
2286|17196|2
2286|101569|2
2287|2287|1
2288|2288|1
2288|89160|7
2288|19150|6
2289|2289|1
2289|25151|8
2289|115118|3
2290|2290|1
2290|4367|4
2290|84061|2
2291|2291|1
2291|45786|3
2291|47755|7
2291|102567|2
2292|2292|1
2293|2293|1
2293|41903|5
2294|2294|1
2294|101882|2
2294|35376|6
2294|80337|2
2294|57631|3
2295|2295|1
2295|118142|3
2295|2023|2
2296|2296|1
2296|58618|3
2296|26805|7
2297|2297|1
2297|17896|8
2297|54589|7
2297|82701|2
2297|12976|7
2298|2298|1
2298|75999|3
2299|2299|1
2299|2047|4
2299|11091|2
2299|112173|3
2300|2300|1
2300|41335|2
2300|61046|8
2301|2301|1
2301|108041|2
2301|14819|8
2301|102173|4
2302|2302|1
2302|31026|6
2302|95684|2
2302|15030|5
2303|2303|1
2303|38864|4
2303|83749|2
2303|4973|5
2303|9182|6
2304|2304|1
2304|82342|6
2304|33917|2
2304|107336|6
2305|2305|1
2305|62335|8
2305|82864|7
2305|78540|8
2305|1326|2
2306|2306|1
2306|36379|4
2306|20938|2
2307|2307|1
2307|97208|2
2307|98933|6
2307|84532|8
2308|2308|1
2308|87322|4
2308|35495|5
2308|5858|2
2308|78492|2
2309|2309|1
2309|46298|4
2310|2310|1
2310|100352|3
2310|85428|2
2310|61740|2
2310|114824|3
2311|2311|1
2312|2312|1
2312|5455|6
2312|111998|6
2313|2313|1
2314|2314|1
2314|70211|3
2314|85274|4
2314|25425|2
2315|2315|1
2315|42271|6
2315|79068|5
2316|2316|1
2316|21005|3
2316|43190|2
2316|99570|6
2317|2317|1
2318|2318|1
2318|20365|3
2318|30650|2
2318|81188|3
2318|82759|3
2319|2319|1
2320|2320|1
2320|76434|7
2321|2321|1
2321|77290|8
2321|96807|6
2321|51780|2
2322|2322|1
2323|2323|1
2323|32883|7
2324|2324|1
2324|82986|6
2324|67721|2
2324|29095|4
2324|4404|5
2325|2325|1
2325|1112|4
2325|93420|6
2325|31358|8
2326|2326|1
2326|105131|3
2327|2327|1
2327|42540|6
2328|2328|1
2328|56543|7
2328|9486|6
2328|18331|7
2329|2329|1
2329|101839|7
2329|36972|6
2330|2330|1
2330|119209|8
2330|41589|5
2330|46487|7
2330|46717|2
2331|2331|1
2332|2332|1
2332|95650|3
2332|94723|2
2332|63086|7
2332|102920|2
2333|2333|1
2333|34107|3
2333|44185|8
2333|75714|5
2334|2334|1
2334|110143|3
2334|103139|3
2334|44971|8
2334|83697|5
2335|2335|1
2335|2396|5
2335|33638|4
2335|81328|6
2335|7182|2
2336|2336|1
2336|86292|6
2336|43537|4
2337|2337|1
2337|87325|5
2337|28411|3
2337|2388|3
2338|2338|1
2338|49496|2
2339|2339|1
2339|105098|4
2339|40279|7
2340|2340|1
2341|2341|1
2341|8396|7
2341|93398|5
2341|103068|6
2341|77651|2
2342|2342|1
2343|2343|1
2343|100284|7
2343|8072|2
2343|99690|2
2343|30370|3
2344|2344|1
2344|38462|2
2344|33357|5
2344|116469|8
2344|100871|7
2345|2345|1
2345|11564|2
2346|2346|1
2347|2347|1
2347|55485|2
2347|48392|7
2347|801|8
2347|56456|7
2348|2348|1
2348|91394|6
2348|101689|5
2349|2349|1
2349|10197|6
2349|55701|5
2349|102150|3
2350|2350|1
2350|15526|5
2350|14424|5
2351|2351|1
2352|2352|1
2352|21662|3
2352|93012|3
2353|2353|1
2353|14378|8
2353|83871|8
2353|17111|4
2354|2354|1
2354|116822|8
2354|92101|3
2355|2355|1
2355|66379|2
2355|52385|6
2356|2356|1
2356|49896|5
2357|2357|1
2357|21627|4
2357|58081|8
2358|2358|1
2358|24954|2
2358|102258|2
2358|106253|6
2359|2359|1
2360|2360|1
2360|94568|4
2360|53628|6
2361|2361|1
2361|106269|4
2362|2362|1
2363|2363|1
2364|2364|1
2364|93528|4
2364|11291|2
2364|116408|5
2364|17794|6
2365|2365|1
2365|95204|8
2365|44445|3
2366|2366|1
2366|14667|7
2366|36816|6
2366|83814|2
2366|31546|3
2367|2367|1
2368|2368|1
2368|117713|4
2368|118385|4
2368|69668|5
2368|103124|6
2369|2369|1
2369|119120|8
2370|2370|1
2370|7294|8
2370|66812|8
2371|2371|1
2371|1288|2
2371|27479|3
2371|66907|7
2372|2372|1
2372|113759|8
2372|78377|6
2372|68716|8
2373|2373|1
2373|51887|2
2373|86036|6
2373|97566|2
2373|88796|5
2374|2374|1
2374|99971|4
2374|110386|2
2374|51183|7
2375|2375|1
2375|6675|8
2375|26952|4
2375|42164|5
2375|128|6
2376|2376|1
2376|43830|4
2376|112000|8
2376|111669|2
2377|2377|1
2377|112944|4
2377|4955|6
2377|8066|5
2377|62437|2
2378|2378|1
2378|77859|6
2378|108470|6
2379|2379|1
2379|49348|5
2379|28888|2
2380|2380|1
2380|96642|7
2380|76147|6
2380|12138|2
2380|65290|2
2381|2381|1
2381|75280|3
2382|2382|1
2383|2383|1
2383|54330|7
2383|20918|2
2384|2384|1
2384|50685|6
2384|102863|8
2384|36842|8
2384|103461|6
2385|2385|1
2385|38795|2
2385|104234|3
2385|19849|2
2386|2386|1
2386|25897|5
2386|49722|4
2387|2387|1
2388|2388|1
2388|83815|8
2389|2389|1
2389|80788|7
2389|41633|2
2389|6618|6
2389|86720|8
2390|2390|1
2390|112848|4
2390|40518|8
2390|90672|3
2391|2391|1
2391|68546|2
2391|20608|3
2391|105198|2
2392|2392|1
2392|48937|3
2392|75739|4
2392|45768|2
2392|8220|7
2393|2393|1
2393|21777|2
2393|99978|2
2393|39550|2
2393|28931|3
2394|2394|1
2394|27331|8
2395|2395|1
2395|1373|4
2395|5327|2
2395|72974|8
2395|70276|3
2396|2396|1
2396|100228|8
2397|2397|1
2397|49951|6
2397|13412|4
2397|97435|8
2397|60897|4
2398|2398|1
2399|2399|1
2399|88852|2
2399|18236|4
2400|2400|1
2400|3765|2
2400|70601|2
2401|2401|1
2401|37778|4
2401|3245|8
2401|115805|7
2401|9986|2
2402|2402|1
2402|112622|8
2402|85583|8
2402|3510|2
2402|5797|5
2403|2403|1
2404|2404|1
2405|2405|1
2406|2406|1
2406|36177|4
2406|100114|3
2407|2407|1
2407|102167|5
2407|8255|8
2407|51824|2
2407|13199|2
2408|2408|1
2408|28256|7
2408|109009|2
2408|36414|2
2408|62020|8
2409|2409|1
2409|1824|8
2409|114601|2
2409|29478|5
2410|2410|1
2410|21175|3
2410|50101|4
2410|34375|7
2410|2725|6
2411|2411|1
2412|2412|1
2412|82165|7
2412|25957|4
2412|97722|7
2413|2413|1
2413|74009|4
2413|44872|8
2414|2414|1
2414|30828|6
2414|38344|2
2415|2415|1
2415|11124|8
2416|2416|1
2416|54491|2
2416|86456|6
2416|83575|2
2416|100518|3
2417|2417|1
2417|36939|4
2417|114010|4
2417|58191|2
2417|87568|2
2418|2418|1
2418|79519|2
2418|52699|3
2419|2419|1
2420|2420|1
2420|91479|8
2420|118712|4
2420|76994|8
2421|2421|1
2421|2325|2
2421|3149|8
2421|3578|2
2422|2422|1
2423|2423|1
2423|102809|6
2423|90755|7
2423|23568|7
2424|2424|1
2424|38453|6
2425|2425|1
2425|118656|4
2425|16563|4
2425|93042|2
2425|81951|4
2426|2426|1
2426|4675|6
2426|63441|2
2426|69180|5
2426|33312|5
2427|2427|1
2427|5853|4
2427|86215|4
2427|95703|2
2428|2428|1
2428|50199|6
2428|65644|2
2428|92138|8
2429|2429|1
2429|57634|8
2429|37465|4
2430|2430|1
2430|113695|4
2430|78561|7
2430|47145|5
2431|2431|1
2431|28185|6
2431|62255|7
2431|102743|2
2432|2432|1
2432|76005|4
2432|13817|4
2432|61760|6
2433|2433|1
2433|21489|2
2433|20567|3
2433|107314|3
2434|2434|1
2435|2435|1
2436|2436|1
2437|2437|1
2437|114750|2
2437|50168|5
2437|31820|6
2438|2438|1
2438|86156|7
2438|37240|3
2438|114004|7
2438|17628|4
2439|2439|1
2439|39926|3
2440|2440|1
2440|28948|5
2440|3603|8
2440|35696|8
2441|2441|1
2441|43187|6
2441|73527|7
2442|2442|1
2442|21475|6
2442|1886|4
2442|66916|3
2443|2443|1
2443|57024|5
2443|4922|8
2444|2444|1
2445|2445|1
2445|50906|7
2445|68840|6
2445|18216|7
2445|64754|6
2446|2446|1
2446|85041|8
2446|5167|2
2447|2447|1
2447|119786|5
2447|23903|7
2448|2448|1
2448|83034|3
2448|51720|4
2449|2449|1
2450|2450|1
2450|14417|7
2450|94121|3
2451|2451|1
2451|47857|8
2451|114364|2
2451|92929|4
2451|684|6
2452|2452|1
2453|2453|1
2454|2454|1
2455|2455|1
2455|25435|4
2455|65467|7
2455|102466|7
2456|2456|1
2456|116463|6
2457|2457|1
2458|2458|1
2458|74699|2
2458|89684|3
2458|88441|3
2458|108636|5
2459|2459|1
2459|106661|7
2460|2460|1
2460|23614|6
2460|72320|6
2460|77987|2
2461|2461|1
2462|2462|1
2462|64874|2
2462|61241|7
2462|56179|7
2462|95481|2
2463|2463|1
2463|100684|7
2463|106734|7
2463|56525|4
2463|66155|8
2464|2464|1
2465|2465|1
2465|4880|2
2465|99156|8
2466|2466|1
2466|90900|2
2466|44844|6
2466|66862|2
2466|38710|3
2467|2467|1
2468|2468|1
2468|70873|8
2469|2469|1
2469|33243|7
2470|2470|1
2470|99007|7
2470|43948|5
2471|2471|1
2472|2472|1
2472|91656|7
2473|2473|1
2474|2474|1
2474|32753|7
2475|2475|1
2475|84484|2
2476|2476|1
2476|16106|6
2477|2477|1
2477|34378|2
2477|14002|5
2478|2478|1
2478|59262|4
2479|2479|1
2480|2480|1
2480|96600|2
2480|119997|3
2480|46224|5
2480|31214|4
2481|2481|1
2481|99064|5
2481|16878|8
2481|13188|4
2481|70551|2
2482|2482|1
2482|8956|5
2482|95497|2
2483|2483|1
2483|30556|5
2483|113497|4
2483|17949|6
2483|84061|8
2484|2484|1
2484|37122|3
2485|2485|1
2485|45652|2
2485|46428|8
2485|3638|7
2486|2486|1
2486|47933|8
2486|6259|4
2486|22251|5
2487|2487|1
2487|67789|5
2487|116211|2
2487|55132|7
2488|2488|1
2488|69567|7
2489|2489|1
2490|2490|1
2490|3417|6
2490|91204|7
2490|7988|2
2491|2491|1
2491|92796|5
2491|109861|7
2492|2492|1
2492|69141|6
2492|51496|2
2492|76194|8
2492|38904|3
2493|2493|1
2494|2494|1
2494|88227|4
2494|42838|2
2494|111509|7
2495|2495|1
2495|116059|3
2495|105638|8
2495|87855|7
2496|2496|1
2496|97283|2
2496|84183|2
2496|22941|4
2497|2497|1
2497|39449|3
2497|29682|5
2498|2498|1
2499|2499|1
2500|2500|1
2500|33202|6
2500|91777|6
2501|2501|1
2501|41742|2
2502|2502|1
2502|69829|2
2502|101228|3
2503|2503|1
2503|103798|7
2503|50926|8
2503|1942|8
2504|2504|1
2504|1734|5
2505|2505|1
2505|22364|3
2505|55156|8
2505|49809|8
2505|105585|3
2506|2506|1
2506|15960|3
2507|2507|1
2507|114348|4
2507|92226|4
2508|2508|1
2508|113133|3
2508|10393|2
2508|84561|5
2508|88730|2
2509|2509|1
2509|19674|8
2509|42339|2
2509|77663|4
2509|75610|6
2510|2510|1
2511|2511|1
2511|58935|2
2512|2512|1
2512|92005|4
2513|2513|1
2513|3441|2
2513|37550|8
2513|36544|3
2514|2514|1
2514|113574|2
2514|28255|6
2515|2515|1
2515|91692|3
2515|103597|5
2515|7147|2
2516|2516|1
2516|105765|2
2516|75061|6
2517|2517|1
2517|23815|4
2517|64289|2
2518|2518|1
2519|2519|1
2519|118182|7
2519|116739|2
2519|82936|2
2520|2520|1
2520|7454|7
2521|2521|1
2521|103659|8
2522|2522|1
2523|2523|1
2523|5638|4
2523|96373|8
2524|2524|1
2525|2525|1
2526|2526|1
2526|25182|6
2526|22858|3
2526|53181|2
2526|91699|6
2527|2527|1
2527|50105|2
2527|97330|3
2528|2528|1
2528|41745|8
2528|35016|2
2528|107957|2
2529|2529|1
2529|39572|4
2530|2530|1
2530|3034|8
2530|24982|2
2530|50992|2
2530|10192|6
2531|2531|1
2532|2532|1
2532|65594|4
2533|2533|1
2533|88399|8
2534|2534|1
2534|18703|2
2534|64532|7
2534|33113|8
2534|55202|6
2535|2535|1
2535|64705|2
2535|29846|3
2535|18354|5
2535|106433|4
2536|2536|1
2536|37607|7
2537|2537|1
2538|2538|1
2538|58910|2
2538|27193|3
2539|2539|1
2539|2348|8
2539|21555|5
2539|24753|8
2540|2540|1
2541|2541|1
2541|19116|4
2541|29826|2
2541|83526|2
2542|2542|1
2542|24908|7
2542|94373|4
2542|89254|8
2543|2543|1
2543|31687|3
2543|25219|7
2543|50637|5
2544|2544|1
2545|2545|1
2545|41178|2
2545|85109|4
2545|119476|6
2545|39933|7
2546|2546|1
2547|2547|1
2547|28544|2
2547|99677|8
2547|97733|4
2548|2548|1
2549|2549|1
2550|2550|1
2550|55728|2
2551|2551|1
2551|95823|2
2551|71019|6
2551|86755|3
2551|114417|5
2552|2552|1
2553|2553|1
2553|326|8
2554|2554|1
2554|78957|5
2554|58590|4
2554|116997|5
2555|2555|1
2555|35688|3
2555|66404|3
2555|3834|5
2556|2556|1
2556|90103|4
2556|25333|2
2556|85597|8
2557|2557|1
2558|2558|1
2558|88774|5
2558|60770|3
2559|2559|1
2560|2560|1
2561|2561|1
2561|50132|5
2561|24961|8
2561|79991|7
2561|36236|7
2562|2562|1
2562|88692|2
2562|116144|2
2562|117902|2
2562|19755|2
2563|2563|1
2563|90678|7
2563|102464|6
2564|2564|1
2564|21937|7
2564|41255|4
2564|59401|6
2564|117655|6
2565|2565|1
2565|104568|7
2565|67230|2
2565|543|5
2566|2566|1
2566|73382|5
2566|92694|2
2566|29917|8
2566|82428|6
2567|2567|1
2567|69709|7
2567|81403|5
2567|57537|7
2568|2568|1
2568|100314|5
2568|53234|6
2569|2569|1
2569|114244|6
2569|51359|2
2569|108906|7
2569|29723|7
2570|2570|1
2570|99612|4
2571|2571|1
2571|35840|6
2571|45519|2
2572|2572|1
2573|2573|1
2573|87505|7
2573|52083|5
2573|64762|2
2573|87815|2
2574|2574|1
2574|11340|7
2574|69099|8
2574|41163|2
2575|2575|1
2575|81776|8
2575|101141|7
2575|37541|6
2576|2576|1
2576|32649|5
2576|19705|6
2577|2577|1
2577|1681|2
2577|15647|2
2577|60702|2
2577|26962|3
2578|2578|1
2578|101595|6
2578|26058|6
2579|2579|1
2579|38473|3
2579|45389|7
2579|98861|2
2580|2580|1
2580|107423|7
2580|84920|5
2581|2581|1
2581|95364|4
2581|52644|3
2581|65527|2
2581|70392|8
2582|2582|1
2583|2583|1
2583|79264|7
2583|13605|2
2583|19982|6
2583|60911|7
2584|2584|1
2584|6812|8
2584|76087|4
2585|2585|1
2585|25066|2
2586|2586|1
2586|91157|8
2587|2587|1
2588|2588|1
2588|52192|3
2588|40241|6
2588|46433|5
2588|27916|7
2589|2589|1
2589|118575|2
2590|2590|1
2590|75275|5
2590|85289|2
2591|2591|1
2591|19571|2
2591|57475|5
2591|28171|7
2592|2592|1
2592|20013|2
2593|2593|1
2593|80471|7
2593|27345|2
2593|115402|8
2594|2594|1
2594|82979|3
2595|2595|1
2595|118509|2
2596|2596|1
2596|26720|6
2596|82166|8
2596|76274|5
2596|47391|8
2597|2597|1
2597|392|8
2597|108326|6
2598|2598|1
2598|21479|7
2598|6131|7
2598|52773|5
2599|2599|1
2599|96350|7
2599|101232|7
2599|29797|6
2599|36146|2
2600|2600|1
2600|90308|3
2600|59124|2
2600|16146|2
2601|2601|1
2601|34933|8
2602|2602|1
2602|58982|5
2602|1351|7
2602|20937|2
2602|26273|2
2603|2603|1
2603|11373|7
2603|42796|3
2603|71973|6
2604|2604|1
2604|24422|3
2604|64782|2
2604|61262|4
2604|3|7
2605|2605|1
2605|98082|3
2605|2812|3
2605|88458|6
2606|2606|1
2607|2607|1
2607|84456|2
2607|22770|2
2607|102180|2
2608|2608|1
2609|2609|1
2610|2610|1
2610|54483|6
2610|49616|2
2610|50744|3
2611|2611|1
2611|102077|2
2611|10807|5
2612|2612|1
2613|2613|1
2613|50275|2
2613|27861|5
2614|2614|1
2614|49372|3
2614|111296|3
2614|54845|2
2615|2615|1
2616|2616|1
2617|2617|1
2617|30541|8
2617|69821|2
2617|20576|2
2617|60926|8
2618|2618|1
2618|73564|8
2618|53231|8
2619|2619|1
2619|59103|8
2620|2620|1
2621|2621|1
